,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
2904,4.6,21000000,3,77.8,3,есть,,,55.0,7.8,Хороший,раздельный,1,2.9
2905,21.6,17200000,2,49.9,4,есть,,,18.0,19.0,Евро,совмещённый,1,2.64
2906,12.3,16537776,1,34.0,5,,монолит,,24.1,3.1,,,,
2907,5.2,16260500,1,38.3,5,есть,кирпич-монолит,закрытая,,,,,,
2908,5.2,31940920,3,69.7,8,есть,кирпич-монолит,закрытая,,,,,,
2909,24.5,16200000,2,64.4,5,есть,,,,44.0,Евро,совмещённый,2,2.5
2910,10.1,16950000,2,49.5,4,есть,,,,9.0,Хороший,раздельный,1,2.75
2911,7.4,19500000,2,46.5,3,есть,,,27.0,13.3,Евро,совмещённый,1,2.64
2912,9.8,27000000,3,58.0,20,есть,,,,8.0,Дизайнерский,раздельный,1,2.5
2913,16.4,24331130,2,65.0,9,,монолит,,28.8,22.4,,,,
2914,16.4,30429374,2,69.5,23,,монолит,,30.9,24.8,,,,
2915,9.2,19122814,1,42.3,11,есть,монолит,закрытая,13.2,16.0,,совмещённый,1,3.0
2916,7.9,38917475,2,74.8,22,,,,29.7,,,,2,3.15
2917,23.7,16000000,3,68.7,14,есть,,,33.9,17.1,Евро,раздельный,2,2.65
2918,12.7,15448252,1,41.1,9,,монолит,,13.9,5.2,,,,
2919,5.2,20283100,1,47.2,5,есть,кирпич-монолит,закрытая,,,,,,
2920,10.0,32000000,3,92.0,4,есть,,,52.0,12.0,Хороший,раздельный,1,2.64
2921,18.9,28500000,3,114.3,17,есть,,,65.6,11.9,Евро,раздельный,1,2.64
2922,23.7,17200000,2,54.7,14,есть,,,,10.0,Дизайнерский,раздельный,1,2.64
2923,17.1,17800000,2,51.0,3,есть,,,30.0,8.5,Евро,раздельный,1,2.5
2924,7.9,18786995,,29.6,20,,,,15.5,,,совмещённый,1,3.15
2925,7.9,38761513,2,80.5,21,,,,16.1,,,,2,3.15
2926,13.4,16300000,1,44.4,22,есть,,,14.8,21.0,Дизайнерский,совмещённый,1,2.64
2927,5.2,32592840,2,67.6,13,есть,кирпич-монолит,закрытая,,,,,,
2928,5.2,19577950,1,45.8,2,есть,кирпич-монолит,закрытая,,,,,,
2929,12.4,20500000,2,60.9,15,есть,,,34.0,10.0,Евро,раздельный,1,2.5
2930,18.6,22500000,3,74.4,9,есть,,,,13.4,Евро,совмещённый,1,2.64
2931,23.7,16500000,3,75.0,16,есть,,,,13.0,Хороший,раздельный,1,2.64
2932,5.2,22870350,2,56.5,3,есть,кирпич-монолит,закрытая,,,,,,
2933,15.2,37000000,4,140.7,7,есть,,,,6.0,Дизайнерский,раздельный,1,2.64
2934,16.4,15868548,1,40.5,16,,монолит,,14.6,19.7,,,,
2935,12.5,16200000,3,55.0,14,есть,,,40.0,6.5,Хороший,раздельный,1,2.64
2936,14.5,16400000,2,58.8,10,есть,,,,6.0,Евро,раздельный,1,2.5
2937,5.2,34393450,3,75.6,8,есть,кирпич-монолит,закрытая,,,,,,
2938,9.2,29075092,2,68.2,3,есть,монолит,закрытая,26.8,25.0,,,2,3.0
2939,5.2,18990950,1,40.2,11,есть,кирпич-монолит,закрытая,,,,,,
2940,14.2,17800000,3,60.9,7,есть,,,,8.0,Евро,совмещённый,1,2.5
2941,11.8,24400000,2,60.0,10,есть,,,34.6,9.6,Хороший,раздельный,1,2.64
2942,11.9,18000000,2,56.4,10,есть,,,33.4,9.5,Хороший,раздельный,1,2.64
2943,6.3,20000000,5,92.8,4,есть,,,,6.0,Хороший,раздельный,1,2.5
2944,17.9,41122620,3,86.9,3,,,,50.2,6.0,,совмещённый,2,
2945,5.2,21556690,1,47.2,11,есть,кирпич-монолит,закрытая,,,,,,
2946,5.2,22036960,1,52.7,6,есть,кирпич-монолит,закрытая,,,,,,
2947,7.4,15100000,2,53.9,12,есть,,,22.6,19.4,Евро,раздельный,1,2.8
2948,7.9,18674287,,30.4,13,,,,13.5,,,совмещённый,1,3.15
2949,13.3,21990000,3,78.2,8,есть,,,46.2,10.1,Хороший,раздельный,1,2.64
2950,11.4,15990000,1,34.7,11,есть,,,13.2,9.6,Евро,раздельный,1,2.5
2951,15.5,22518540,2,56.1,17,есть,кирпич-монолит,подземная,27.0,11.2,,,,3.0
2952,5.2,20647320,1,47.1,7,есть,кирпич-монолит,закрытая,,,,,,
2953,5.2,19196550,1,44.1,5,есть,кирпич-монолит,закрытая,,,,,,
2954,5.2,33873840,2,73.3,11,есть,кирпич-монолит,закрытая,,,,,,
2955,5.2,21745370,1,47.2,11,есть,кирпич-монолит,закрытая,,,,,,
2956,15.5,25919040,2,69.6,14,есть,кирпич-монолит,подземная,35.8,,,,,3.0
2957,20.8,15800000,2,63.7,10,есть,,,26.4,16.7,Евро,раздельный,1,2.64
2958,22.3,17990000,3,76.8,10,есть,,,,10.0,Дизайнерский,раздельный,1,2.64
2959,24.8,16250000,3,83.6,9,есть,,,,10.0,Хороший,раздельный,1,2.5
2960,15.7,18600000,3,72.0,4,есть,,,,10.0,Хороший,раздельный,1,2.5
2961,4.6,18500000,2,71.0,4,есть,,,,10.0,Дизайнерский,раздельный,1,5.2
2962,12.9,24000000,3,73.0,5,есть,,,,10.0,Евро,совмещённый,1,2.64
2963,5.2,21320840,1,47.2,10,есть,кирпич-монолит,закрытая,,,,,,
2964,12.6,19200000,2,58.2,19,есть,,,32.8,10.3,Хороший,раздельный,1,2.7
2965,5.2,21906020,1,51.9,4,есть,кирпич-монолит,закрытая,,,,,,
2966,5.2,22207650,1,47.2,14,есть,кирпич-монолит,закрытая,,,,,,
2967,24.8,17633370,3,77.8,11,есть,панель,закрытая,42.3,12.2,,,,2.84
2968,20.6,16990000,3,71.0,4,есть,,,,8.0,Евро,раздельный,1,2.64
2969,5.2,20206960,1,44.1,9,есть,кирпич-монолит,закрытая,,,,,,
2970,16.4,15168789,1,40.5,10,,монолит,,14.6,19.7,,,,
2971,11.2,16700000,2,43.3,16,есть,,,22.2,7.7,Дизайнерский,совмещённый,1,2.9
2972,10.7,26000000,3,74.0,8,есть,,,,11.0,Евро,раздельный,1,2.64
2973,12.2,19999000,2,54.0,12,есть,,,,20.5,Хороший,раздельный,2,2.65
2974,11.3,23200000,2,57.0,7,есть,,,,10.0,Евро,раздельный,1,2.5
2975,5.2,18108160,1,40.4,12,есть,кирпич-монолит,закрытая,,,,,,
2976,20.7,28900000,3,82.0,6,есть,,,,13.0,Дизайнерский,раздельный,2,3.0
2977,5.2,19601000,1,46.1,3,есть,кирпич-монолит,закрытая,,,,,,
2978,23.0,23726817,3,87.4,11,есть,монолит,закрытая,52.4,,,,,
2979,,19500000,1,35.0,9,есть,,,21.0,6.0,Евро,совмещённый,1,2.6
2980,10.4,17900000,2,42.0,6,есть,,,,14.0,Дизайнерский,совмещённый,1,2.64
2981,5.2,32215050,2,66.2,11,есть,кирпич-монолит,закрытая,,,,,,
2982,12.3,26849765,2,58.6,15,,монолит,,38.4,5.2,,,,
2983,15.5,21539200,1,50.8,30,есть,кирпич-монолит,,12.8,,,,,3.0
2984,16.2,20000000,3,72.1,8,есть,,,,10.5,Евро,совмещённый,2,2.64
2985,5.2,19543790,1,45.8,2,есть,кирпич-монолит,закрытая,,,,,,
2986,23.6,24500000,3,80.0,14,есть,,,,13.5,Евро,совмещённый,1,2.7
2987,7.8,21500000,2,48.2,4,есть,,,,8.0,Евро,совмещённый,1,2.8
2988,19.5,17100000,2,74.8,13,есть,,,38.8,11.6,Хороший,совмещённый,2,2.64
2989,22.8,17235000,2,71.3,9,есть,,,42.5,11.3,Евро,раздельный,2,3.2
2990,12.3,18530992,1,37.7,15,,монолит,,28.1,3.6,,,,
2991,16.4,22599205,2,65.0,6,,монолит,,28.8,22.4,,,,
2992,14.8,23500000,3,76.1,2,есть,,,,15.0,Дизайнерский,совмещённый,1,2.64
2993,12.3,24847133,1,52.6,15,,монолит,,37.3,4.9,,,,
2994,17.9,26931528,1,54.2,5,,,,14.8,16.9,,совмещённый,1,
2995,23.7,17100000,3,68.3,6,есть,,,,17.2,Евро,раздельный,1,2.64
2996,24.8,17625590,3,77.8,8,есть,панель,закрытая,42.3,12.2,,,,2.84
2997,5.2,20793150,1,47.2,7,есть,кирпич-монолит,закрытая,,,,,,
2998,17.9,23500000,3,91.0,13,есть,,,,6.0,Хороший,совмещённый,1,3.0
2999,15.5,24103760,2,59.9,34,есть,кирпич-монолит,,24.0,12.3,,,,3.0
3000,23.2,21200000,3,75.2,12,есть,,,,10.7,Дизайнерский,раздельный,2,2.64
3001,5.2,22951040,1,51.2,8,есть,кирпич-монолит,закрытая,,,,,,
3002,21.2,21200000,2,60.0,3,есть,,,,8.0,Евро,раздельный,1,2.64
3003,9.2,20328913,1,45.7,6,есть,монолит,закрытая,13.6,17.9,,,2,3.0
3004,29.0,15500000,3,72.8,10,есть,,,,10.0,Евро,совмещённый,2,2.7
3005,15.5,22398120,2,55.8,18,есть,кирпич-монолит,,27.4,9.5,,,,3.0
3006,7.8,26000000,2,56.0,26,есть,,,26.7,11.8,Дизайнерский,раздельный,1,3.0
3007,16.4,17031951,1,40.5,19,,монолит,,14.6,19.7,,,,
3008,12.0,33000000,3,80.1,2,есть,,,45.6,10.3,Дизайнерский,раздельный,1,2.5
3009,6.8,25000000,2,60.0,4,есть,,,,13.0,Евро,раздельный,1,2.5
3010,5.2,20062200,1,46.1,5,есть,кирпич-монолит,закрытая,,,,,,
3011,14.8,20800000,3,75.3,13,есть,,,46.2,10.5,Хороший,раздельный,1,2.65
3012,12.3,19819591,1,39.6,18,,монолит,,28.5,5.1,,,,
3013,15.5,21927060,2,54.9,15,есть,кирпич-монолит,,28.3,10.2,,,,3.0
3014,12.3,18327641,1,35.8,18,,монолит,,25.6,3.4,,,,
3015,10.3,30800000,2,77.8,11,есть,,,,15.0,Хороший,раздельный,1,2.5
3016,12.9,17500000,1,34.6,11,есть,,,,15.0,Евро,раздельный,1,2.64
3017,13.5,15900000,3,67.7,12,есть,,,,6.1,Евро,совмещённый,1,2.5
3018,22.2,23000000,3,94.6,4,есть,,,,8.0,Евро,раздельный,1,2.64
3019,14.4,23280000,4,99.3,22,есть,,,,20.0,Хороший,раздельный,1,2.5
3020,5.2,16240000,1,36.3,8,есть,кирпич-монолит,закрытая,,,,,,
3021,16.4,16100370,1,40.5,11,,монолит,,14.6,19.7,,,,
3022,12.7,20769154,2,64.8,2,,монолит,,32.1,7.4,,,,
3023,12.3,18727558,1,35.5,19,,монолит,,24.4,5.0,,,,
3024,15.5,21691600,1,50.8,37,есть,кирпич-монолит,,12.8,,,,,3.0
3025,4.1,34500000,2,50.0,38,есть,,,40.0,10.0,Дизайнерский,раздельный,1,3.0
3026,,17000000,1,31.0,4,есть,,,,6.0,Хороший,раздельный,1,2.6
3027,9.4,98000000,4,255.0,41,есть,,,110.0,64.0,Евро,совмещённый,2,2.85
3028,9.1,22700000,3,81.6,2,есть,,,,18.0,Дизайнерский,раздельный,1,2.64
3029,5.2,21203580,1,48.4,6,есть,кирпич-монолит,закрытая,,,,,,
3030,5.2,16639460,1,39.4,2,есть,кирпич-монолит,закрытая,,,,,,
3031,5.2,20648160,1,44.1,11,есть,кирпич-монолит,закрытая,,,,,,
3032,21.8,17870000,3,66.1,11,есть,,,,7.0,Евро,раздельный,1,2.64
3033,13.4,16700000,3,65.0,12,есть,,,,7.8,Евро,раздельный,1,2.48
3034,10.7,15800000,2,40.0,4,есть,,,,6.0,Хороший,раздельный,1,2.5
3035,12.2,18000000,2,49.9,9,есть,,,20.0,17.5,Чистовая отделка,раздельный,1,2.65
3036,5.2,34166680,2,75.6,10,есть,кирпич-монолит,закрытая,,,,,,
3037,5.2,31240440,2,67.6,9,есть,кирпич-монолит,закрытая,,,,,,
3038,5.2,15297500,1,36.3,2,есть,кирпич-монолит,закрытая,,,,,,
3039,13.2,21500000,3,79.9,7,есть,,,,9.0,Хороший,раздельный,1,2.85
3040,5.2,35300530,2,75.6,13,есть,кирпич-монолит,закрытая,,,,,,
3041,7.9,31607975,2,74.8,3,,,,29.7,,,,2,3.15
3042,16.6,16500000,1,50.3,2,есть,,,,19.0,Евро,раздельный,1,2.5
3043,24.1,21999000,3,75.9,13,есть,,,,10.0,Евро,совмещённый,1,2.64
3044,15.5,28131680,2,77.2,13,есть,кирпич-монолит,подземная,30.7,,,,,3.0
3045,11.1,27300000,2,67.5,14,есть,,,25.3,25.9,Евро,раздельный,2,2.64
3046,16.4,15014695,1,41.5,12,,монолит,,15.3,18.9,,,,
3047,5.2,19720960,1,44.0,9,есть,кирпич-монолит,закрытая,,,,,,
3048,20.5,26250000,3,71.0,12,есть,,,38.5,18.4,Дизайнерский,раздельный,1,2.65
3049,5.2,19236740,1,44.0,5,есть,кирпич-монолит,закрытая,,,,,,
3050,4.7,41000000,2,60.9,8,есть,,,,10.0,Дизайнерский,раздельный,1,2.64
3051,3.6,19400000,2,53.8,4,есть,,,,5.2,Хороший,раздельный,1,2.64
3052,9.0,36000000,3,66.8,5,есть,,,,25.0,Дизайнерский,раздельный,2,3.0
3053,7.7,21499000,1,41.5,27,есть,,,15.8,12.0,Евро,раздельный,1,3.0
3054,5.2,20957600,1,45.6,13,есть,кирпич-монолит,закрытая,,,,,,
3055,5.2,19809000,1,44.0,8,есть,кирпич-монолит,закрытая,,,,,,
3056,23.8,18460077,3,74.4,13,есть,монолит,закрытая,43.9,,,,,
3057,5.2,34840750,3,75.3,14,есть,кирпич-монолит,закрытая,,,,,,
3058,12.3,16782252,1,35.1,3,,монолит,,24.3,4.8,,,,
3059,5.2,34352820,2,65.8,16,есть,кирпич-монолит,закрытая,,,,,,
3060,25.1,16500000,3,72.4,15,есть,,,41.8,12.7,Евро,раздельный,2,2.64
3061,5.2,16603950,1,38.2,3,есть,кирпич-монолит,закрытая,,,,,,
3062,6.1,23265000,2,59.0,5,есть,,,32.0,9.7,Хороший,раздельный,1,2.7
3063,14.0,15000000,1,35.0,5,есть,,,,10.0,Дизайнерский,раздельный,1,2.85
3064,22.1,16800000,3,75.0,6,есть,,,58.0,12.0,Евро,раздельный,1,2.7
3065,7.4,18800000,2,72.1,4,есть,,,,21.6,Евро,раздельный,2,2.65
3066,22.2,19650000,2,65.0,8,есть,,,,10.0,Евро,раздельный,1,2.7
3067,13.7,20000000,3,80.0,10,есть,,,,12.4,Хороший,раздельный,1,2.5
3068,5.2,21233520,1,46.0,10,есть,кирпич-монолит,закрытая,,,,,,
3069,15.5,21954270,2,53.3,15,есть,кирпич-монолит,подземная,26.6,12.7,,,,3.0
3070,5.2,22264240,1,47.2,14,есть,кирпич-монолит,закрытая,,,,,,
3071,5.2,34998170,3,75.6,10,есть,кирпич-монолит,закрытая,,,,,,
3072,14.9,29500000,3,94.0,7,есть,,,,12.0,Евро,раздельный,1,2.64
3073,12.0,29300000,2,68.0,15,есть,,,,10.0,Евро,раздельный,1,2.5
3074,23.3,17700000,2,61.7,12,есть,,,31.9,12.8,Евро,раздельный,1,2.64
3075,16.4,15912091,1,41.5,20,,монолит,,15.3,18.9,,,,
3076,7.9,28671048,2,59.0,22,,,,26.1,,,,2,3.15
3077,12.3,19151600,1,36.9,16,,монолит,,24.3,6.4,,,,
3078,11.2,16300000,2,54.7,11,есть,,,34.8,8.2,Евро,совмещённый,1,2.64
3079,9.2,42583488,3,104.8,21,есть,монолит,закрытая,40.2,38.9,,,3,3.0
3080,3.5,35500000,3,79.8,4,есть,,,50.0,8.5,Хороший,раздельный,1,2.64
3081,5.2,46071900,3,89.5,15,есть,кирпич-монолит,закрытая,,,,,,
3082,26.4,17499000,3,74.6,14,есть,,,,9.0,Евро,раздельный,2,2.5
3083,10.5,26800000,3,66.7,5,есть,,,43.2,8.3,Хороший,раздельный,1,2.7
3084,5.2,23139980,1,48.4,14,есть,кирпич-монолит,закрытая,,,,,,
3085,5.8,26000000,3,81.8,3,есть,,,,6.0,Евро,раздельный,1,2.64
3086,3.5,30000000,3,77.0,5,есть,,,47.9,10.3,Хороший,раздельный,1,3.2
3087,11.8,33200000,3,80.8,13,есть,,,,19.7,Дизайнерский,раздельный,2,2.66
3088,5.2,24112690,2,56.5,5,есть,кирпич-монолит,закрытая,,,,,,
3089,22.1,18200000,3,72.9,2,есть,,,38.0,21.0,Евро,совмещённый,2,2.5
3090,23.5,15200000,2,63.0,4,есть,,,27.0,13.0,Хороший,раздельный,1,2.64
3091,5.2,23071920,1,46.0,16,есть,кирпич-монолит,закрытая,,,,,,
3092,7.1,33900000,2,65.0,12,есть,,,31.0,19.0,Евро,раздельный,1,2.64
3093,17.9,57945185,3,126.1,1,,,,68.7,5.9,,совмещённый,2,
3094,5.2,21922920,1,46.0,13,есть,кирпич-монолит,закрытая,,,,,,
3095,8.5,27625257,2,56.7,8,есть,,закрытая,22.9,11.8,,,2,3.1
3096,12.3,31649286,2,61.7,36,,монолит,,41.0,5.5,,,,
3097,,15580000,4,77.2,4,есть,,,,17.0,Евро,раздельный,1,2.8
3098,8.5,31729438,2,74.4,12,есть,,закрытая,34.2,17.5,,,2,3.1
3099,8.5,30348977,3,64.1,16,есть,,закрытая,37.5,19.6,,,2,3.1
3100,6.3,34900000,3,105.9,4,есть,,,,12.0,Евро,раздельный,1,3.3
3101,22.7,15534351,3,64.0,8,есть,,закрытая,38.0,20.9,,,2,3.1
3102,8.5,27381916,2,54.0,15,есть,,закрытая,28.4,25.2,,совмещённый,1,3.1
3103,18.9,24500000,3,82.0,12,есть,,,,18.0,Евро,раздельный,1,2.95
3104,22.0,15560000,2,72.0,16,есть,,,,10.0,Евро,раздельный,1,2.64
3105,8.5,35496692,3,76.3,4,есть,,закрытая,37.5,12.0,,,2,3.1
3106,13.4,25000000,3,64.8,11,есть,,,40.8,10.0,Хороший,раздельный,1,2.5
3107,4.3,20200000,1,40.2,2,есть,,,15.0,12.0,Чистовая отделка,раздельный,1,2.7
3108,10.7,47800000,2,78.1,47,есть,,,,10.0,Дизайнерский,раздельный,1,2.64
3109,8.5,39672028,4,86.5,9,есть,,закрытая,48.9,25.3,,,3,3.1
3110,17.0,18115000,3,65.0,12,есть,,,39.9,7.8,Хороший,раздельный,1,2.64
3111,21.4,16000000,3,76.0,3,есть,,,30.0,28.0,Евро,раздельный,1,2.64
3112,21.2,15823199,3,52.8,15,есть,,закрытая,34.5,16.3,,раздельный,1,2.99
3113,16.1,16299000,3,66.0,7,есть,,,45.4,6.0,Евро,раздельный,1,2.64
3114,23.4,15207356,2,59.4,3,есть,,закрытая,30.9,11.1,,совмещённый,1,2.99
3115,8.5,28929638,3,64.3,3,есть,,закрытая,37.5,19.6,,,2,3.1
3116,13.7,17500000,3,76.0,17,есть,,,,10.0,Хороший,раздельный,1,2.64
3117,17.2,18000000,3,73.4,10,есть,,,,10.0,Евро,раздельный,1,2.5
3118,12.3,16958629,1,35.1,6,,монолит,,25.2,3.8,,,,
3119,4.0,71926270,3,120.3,5,есть,монолит,закрытая,47.9,41.9,,,3,3.0
3120,21.6,16900000,2,50.5,3,есть,,,,16.5,Дизайнерский,совмещённый,1,2.9
3121,23.8,15102976,2,56.1,17,есть,монолит,закрытая,25.1,,,,,
3122,7.2,18000000,2,44.5,3,есть,,,,6.0,Евро,раздельный,1,2.64
3123,5.2,23830340,2,56.5,4,есть,кирпич-монолит,закрытая,,,,,,
3124,12.3,22535700,2,52.0,4,,монолит,,35.0,3.9,,,,
3125,12.7,17003935,1,36.9,15,,монолит,,11.3,5.1,,,,
3126,13.2,18100000,3,67.0,14,есть,,,,10.0,Евро,раздельный,1,2.64
3127,5.1,33000000,2,59.0,8,есть,,,39.8,6.3,Дизайнерский,совмещённый,1,2.5
3128,5.2,26203500,2,58.2,8,есть,кирпич-монолит,закрытая,,,,,,
3129,,17000000,4,74.0,1,есть,,,,6.0,Хороший,раздельный,1,2.5
3130,21.9,16500000,2,56.0,7,есть,,,,10.0,Евро,совмещённый,1,2.89
3131,5.2,39809700,3,89.5,3,есть,кирпич-монолит,закрытая,,,,,,
